id,name,rating,about,address,price_range,cuisines,features,preferences,sunday_hours,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,img1_url,img2_url,img3_url
341,Lombok Box Containers,4.3,"Lombok Box is a complex build by 21 containers.featuring live seafood, extensive Chinese food menu, real western cafe and genuine Indonesia food, with live performance and provide biggest screen for live sports games during the night. other facilities like Salon, Reflexi is also available.","Jl. Raya Senggigi Km. 8, Senggigi, Lombok 83012 Indonesia",$$-$$$,"['Chinese', 'Cafe', 'Latin Restaurants in Senggigi', 'Cafes for Lunch in Senggigi']","['Breakfast, Lunch, Dinner, Brunch, Drinks', 'Delivery, Private Dining, Table Service, Takeout']",[],8:00 AM - 12:00 AM,8:00 AM - 12:00 AM,8:00 AM - 12:00 AM,8:00 AM - 12:00 AM,8:00 AM - 12:00 AM,8:00 AM - 12:00 AM,8:00 AM - 12:00 AM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/7f/70/a6/lombok-box-resto.jpg?w=900&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/71/3a/6e/hot-pot-package-lombok.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/71/25/54/kepiting-saus-mentega.jpg?w=800&h=500&s=1
342,Dream Divers Burger House Gili Trawangan,4.2,"The only Burger House on the Gilis, with beautiful Sea View and Mount Rinjani on Lombok. We offer a range of special Burgers; Try our new Green Veggie Burger, Brazilian Black Angus Burger, Japanese Wasabi Burger or Argentinian Drunk Burger 'El Gaucho'! To name a few... Of course also tasty Indonesian delights or Italian Pasta dishes are on our menu to tickle your tastebuds. Come and taste for yourself! We're open from 7am till 11pm!","Pemenang, West Nusa Tenggara 87000 Indonesia",$$ - $$$,['Cafe'],"['Breakfast, Lunch, Dinner, DrinksTable ServiceOutdoor Seating, Seating', 'Breakfast, Lunch, Dinner, Drinks', 'Outdoor Seating, Seating']","['amazing burgers', 'local food', 'island', 'sea']",12:00 PM - 8:00 PM,Closed,Closed,Closed,Closed,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/db/f1/25/our-burgerhouse.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/a1/e0/74/food-with-a-view.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/c2/d9/1b/photo1jpg.jpg?w=900&h=500&s=1
343,Gerupuk Surf Cafe & Restaurant,3.0,"Jl. Mandalika Resort Pantai Putri Nyale, Sengkol, Lombok 83573 Indonesia","Jl. Mandalika Resort Pantai Putri Nyale, Sengkol, Lombok 83573 Indonesia",$,"['Japanese', 'Asian', 'Korean Restaurants in Sengkol']","['Japanese, Asian, Thai, Korean, Indonesian']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/1b/ec/86/waktu-santai.jpg?w=900&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/f6/fa/4d/getlstd-property-photo.jpg?w=900&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/23/4d/b1/rib-eye-steak.jpg?w=900&h=500&s=1
344,"Rinjani Panorama, Warung Sendang Gile",5.0,"Jalan Pariwisata Senaru Warung Sendang Gile . Rinjani Panoram, Senaru, Lombok 83354 Indonesia","Jalan Pariwisata Senaru Warung Sendang Gile . Rinjani Panoram, Senaru, Lombok 83354 Indonesia",$$-$$$,['Healthy Restaurants in Senaru'],['Healthy Restaurants in SenaruIndonesian Restaurants in SenaruAsian Restaurants for Lunch in Senaru'],[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/bd/4e/a6/caption.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/bd/4d/56/caption.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/bd/4d/55/caption.jpg?w=900&h=500&s=1
345,Olatu Beach Club,4.5,"Jl. Pantai Utara Barat En face Ama-Lurra Resort, Pemenang, West Nusa Tenggara Indonesia","Jl. Pantai Utara Barat En face Ama-Lurra Resort, Pemenang, West Nusa Tenggara Indonesia",$$ - $$$,"['French', 'Seafood']","['Breakfast, Lunch, Dinner, Brunch, Late Night, DrinksBuffet, Table ServiceOutdoor Seating, Seating', 'Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks', 'Buffet, Table Service', 'Outdoor Seating, Seating']","['margarita', 'sunset', 'beach']",7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/b2/bb/3e/enjoy-our-boat-bar-and.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/b2/bb/3d/enjoy-our-boat-bar-and.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/b4/bc/23/happy-travellers-having.jpg?w=900&h=500&s=1
346,Warung Ikan Bakar Sari Laut Nipah,5.0,"Jl. Raya Senggigi, Malaka, Pemenang, Lombok 83352 Indonesia","Jl. Raya Senggigi, Malaka, Pemenang, Lombok 83352 Indonesia",$$-$$$,[],"['Breakfast, Lunch, Dinner']",[],8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,9:00 AM - 9:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/1d/37/e7/ikan-bakar-sangat-enak.jpg?w=500&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/1d/53/f4/makannya-enakan-banget.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/27/3a/26/caption.jpg?w=800&h=500&s=1
347,Gili Mood Local Eatery,4.9,"A small restaurant on gili air that provides local, western and reasonably priced food. We serve customers with our local style. Our location is not far from Gili Air Harbor, next to scalywags smugglers hideaway or classico italiano pizza","Jl. Pantai, Gili Air, Kec. Batu Layar, Senggigi, Lombok 83352 Indonesia",$$$$,"['Fast Food', 'Asian', 'Latin Restaurants in Senggigi']","['Cash OnlyBreakfast, Lunch, Dinner, Brunch, DrinksDelivery, Table Service', 'Breakfast, Lunch, Dinner, Brunch, Drinks', 'Delivery, Table Service']",[],8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/65/9d/ad/dining-table.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/65/9f/c2/dining-table-and-presentation.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/b0/5e/47/caption.jpg?w=900&h=500&s=1
348,Bale Bamboo Restaurant,4.6,"Jl. Raya Sekotong Central Sekotong, Desa Sekotong Barat, Lombok 83365 Indonesia","Jl. Raya Sekotong Central Sekotong, Desa Sekotong Barat, Lombok 83365 Indonesia",$$-$$$,"['Asian', 'Indonesian']","['AboutFeaturesSee all featuresDinnerTable ServiceSeating', 'FeaturesSee all featuresDinnerTable ServiceSeating', 'DinnerTable ServiceSeating', 'Dinner', 'Table Service', 'Lunch Restaurants in Desa Sekotong BaratDinner Restaurants in Desa Sekotong Barat']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/da/de/14/20180725-193333-largejpg.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/c4/7d/61/photo0jpg.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/d4/4d/8a/fried-bananas.jpg?w=900&h=500&s=1
349,Simple Cafe Areguling,4.9,,"Jl. Pariwisata Areguling, Lombok 83573 Indonesia",$,"['American', 'Asian', 'Healthy Restaurants in Lombok', 'Arabic Restaurants in Lombok', 'Delis for Lunch in Lombok']","['Cash OnlyBreakfast, Lunch, DinnerDelivery, Takeout', 'Breakfast, Lunch, Dinner', 'Delivery, Takeout']",[],7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,7:00 AM - 6:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/a1/eb/a7/getlstd-property-photo.jpg?w=600&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/62/5b/d7/photo0jpg.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/84/04/54/simple-cafe-foods-and.jpg?w=900&h=500&s=1
350,Adi Trekking,5.0,"Jalan Pariwisata Senaru Bayan, Mataram, Lombok 83354 Indonesia","Jalan Pariwisata Senaru Bayan, Mataram, Lombok 83354 Indonesia",$$-$$$,"['Arabic Restaurants in Mataram', 'Korean Restaurants in Mataram']",[],[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/a5/b7/cc/caption.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/48/6e/76/caption.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/48/6e/75/caption.jpg?w=900&h=-1&s=1
351,Gilitik! Street Food & More - Gili Air,4.0,"The part of the best restaurant in Gili Air and inspired by the Indonesian word gelitik, meaning tickle! becomes your playful sensation when bold flavors flirt with your tongue, spices dance on your lips, and every bite teases you to come back for more ;)","Jl. Mojo Gili Air, Pemenang, West Nusa Tenggara 83352 Indonesia",$,"['Mexican', 'International']","['Digital Payments, Accepts credit cards: Mastercard', 'Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks', 'Delivery, Family style, Takeout']",[],7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/28/a1/72/gilitik-in-gili-air-is.jpg?w=700&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/d5/e0/d0/captured-by-the-guest.jpg?w=500&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/47/4c/14/now-how-about-try-the.jpg?w=900&h=500&s=1
352,Utara Bar and Restaurant,4.9,Find us in the north of Gili Trawangan as a romantic place.,"Jl. Ikan Barakuda Utara Villas, Pemenang, West Nusa Tenggara 83352 Indonesia",$,['Asian'],"['Breakfast, Lunch, Dinner, Brunch, Late Night, DrinksTable ServiceBar, Asian, Pub, Indonesian', 'Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks', 'Bar, Asian, Pub, Indonesian']",[],8:00 AM - 11:00 PM,8:00 AM - 11:00 PM,8:00 AM - 11:00 PM,8:00 AM - 11:00 PM,8:00 AM - 11:00 PM,8:00 AM - 11:00 PM,8:00 AM - 11:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/29/43/95/visit-us-to-enjoy-a-new.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/39/a9/1b/fish-and-chips.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/39/a9/23/indian-food.jpg?w=900&h=500&s=1
353,Kuta Bar & Grill Lombok,5.0,"Jl. Pariwisata Pantai Kuta Kuta, Pujut, Lombok 83573 Indonesia","Jl. Pariwisata Pantai Kuta Kuta, Pujut, Lombok 83573 Indonesia",$$-$$$,"['American', 'Asian', 'Healthy Restaurants in Pujut', 'Campania Restaurants in Pujut', 'Arabic Restaurants in Pujut', 'Pizza for Lunch in Pujut']","['Digital Payments, Accepts credit cards: American Express, Mastercard, Visa', 'Breakfast, Lunch, Dinner, Brunch, Drinks', 'Delivery, Family style, Takeout']",[],7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/9f/c3/70/kuta-bar-grill-lombok.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/fc/b9/d2/caption.jpg?w=900&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/4d/6a/22/breakfast-menu.jpg?w=900&h=500&s=1
354,Poetri Restaurant & Bungalow,5.0,,"Jln Pariwisata, Bayan, Lombok 83354 Indonesia",$,"['Asian', 'Deli']","['Breakfast, Lunch, DinnerAsian, Deli, Grill, Indonesian, Fruit parlours', 'Breakfast, Lunch, Dinner', 'Asian, Deli, Grill, Indonesian, Fruit parlours']","['trek', 'rinjani', 'homestay', 'trail']",Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/35/be/fa/caption.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/35/be/fd/caption.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/f1/df/8f/sindang-gila-and-tiu.jpg?w=900&h=500&s=1
355,The Backyard Island Cafe,4.9,"The Backyard Island Cafe is a culinary destination nestled in the heart of Gili Meno, Lombok. Surrounded by the stunning natural beauty, we invite patrons to uncover our hidden gem where nature and flavors harmonize. Our menu features a delightful array of fresh seafood, hearty grills, and tantalizing wood-fired pizzas. Each dish is a testament to our creativity and passion for culinary excellence. Step into our enchanted backyard where the flavors evoke the magic of the island, and every sip resonates with the rhythm of the ocean.","Pemenang, West Nusa Tenggara 83352 Indonesia",$,"['Italian', 'Pizza']","['Breakfast, Lunch, Dinner, DrinksItalian, Pizza, Mediterranean, Asian, Indonesian', 'Breakfast, Lunch, Dinner, Drinks', 'Italian, Pizza, Mediterranean, Asian, Indonesian']",[],12:00 AM - 12:00 PM,12:00 AM - 12:00 PM,12:00 AM - 12:00 PM,12:00 AM - 12:00 PM,12:00 AM - 12:00 PM,12:00 AM - 12:00 PM,12:00 AM - 12:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/cf/e3/b9/caption.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/cf/e3/bb/caption.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d7/e4/57/caption.jpg?w=900&h=500&s=1
356,Boni Beach Restaurant,5.0,Casual Dining Modern Indonesian and Western Cuisine,"Pantai Serangan, Selong Belanak, Lombok 83572 Indonesia",$$-$$$,"['Italian', 'American']","['Accepts credit cards: Mastercard, Visa', 'Breakfast, Lunch, Dinner, Brunch', 'Highchairs Available, Outdoor Seating, Seating']",[],7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/65/94/de/boni-beach-rooftop-bar.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/65/99/d6/blackened-salmon-salad.jpg?w=500&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/65/99/d9/blackened-salmon-salad.jpg?w=800&h=500&s=1
357,Samasta Cafe & Resta Rinjani Summit,4.5,"Jalan Raya Sembalun Lawang, Sembalun Lawang, Lombok Indonesia","Jalan Raya Sembalun Lawang, Sembalun Lawang, Lombok Indonesia",$$-$$$,"['Indian', 'Pizza']","['Indian, Pizza, Asian, Indonesian, Soups, Indigenous']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/b1/c9/cf/restaurant-from-outside.jpg?w=900&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/b1/c9/d1/chicken-curry.jpg?w=900&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/b1/e8/2d/restaurant.jpg?w=900&h=-1&s=1
358,Akisha Warung,5.0,"Jalan Gili Meno Dusun Gili Meno, Pemenang, West Nusa Tenggara Indonesia","Jalan Gili Meno Dusun Gili Meno, Pemenang, West Nusa Tenggara Indonesia",$$-$$$,"['Asian', 'Indonesian']","['Breakfast, Lunch, DinnerTable ServiceSeating', 'Breakfast, Lunch, Dinner']","['amazing food', 'local food', 'warung', 'gili', 'vegetables', 'menu']",9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/73/fb/5a/caption.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/4e/79/d9/caption.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/53/fe/a2/caption.jpg?w=900&h=500&s=1
359,Lesehan Purnama Tanaq Maiq,4.5,"Tanaq Maiq, Masbagik Utara, Masbagik, Lombok Indonesia","Tanaq Maiq, Masbagik Utara, Masbagik, Lombok Indonesia",$$-$$$,[],"['AboutFeaturesSee all featuresLunch', 'FeaturesSee all featuresLunch', 'Lunch']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/a4/c3/b9/depan.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/9b/d0/60/front-view.jpg?w=900&h=500&s=1,
360,Coral Beach 1,3.7,"Jalan Pantai Gili Trawangan, Pemenang, West Nusa Tenggara 83352 Indonesia","Jalan Pantai Gili Trawangan, Pemenang, West Nusa Tenggara 83352 Indonesia",$,"['Pizza', 'Asian']","['Breakfast, Lunch, DinnerTable Service, TakeoutOutdoor Seating, Seating', 'Breakfast, Lunch, Dinner', 'Table Service, Takeout', 'Outdoor Seating, Seating']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/db/70/12/photo1jpg.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/13/8c/db/img-20180527-142220-largejpg.jpg?w=800&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/60/bb/5f/pizza-margherita-olive.jpg?w=900&h=500&s=1
361,Malaka Hawaii Pandanan,5.0,"Dusun Pandanan, Malaka, Pemenang, Lombok 83352 Indonesia","Dusun Pandanan, Malaka, Pemenang, Lombok 83352 Indonesia",$$-$$$,[],"['Breakfast, Lunch, Dinner']",[],8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/f2/df/a8/caption.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/40/19/b8/caption.jpg?w=800&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/40/19/b5/caption.jpg?w=900&h=500&s=1
362,Jofan Warung,5.0,"Pantai Kec Praya Barat, Selong Belanak, Lombok 83572 Indonesia","Pantai Kec Praya Barat, Selong Belanak, Lombok 83572 Indonesia",$,"['American', 'African']","['Breakfast, Lunch, DinnerTakeoutAmerican, African, European, Asian, Australian, Central European', 'Breakfast, Lunch, Dinner', 'American, African, European, Asian, Australian, Central European']",[],8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/67/69/b6/grill-octopus.jpg?w=700&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/79/dc/06/gado-gado.jpg?w=800&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/6e/7e/de/caption.jpg?w=700&h=400&s=1
363,Meno Mojo Restaurant,3.7,"Meno Mojo Beach Club Meno Mojo Beach Resort, Pemenang, West Nusa Tenggara 80228 Indonesia","Meno Mojo Beach Club Meno Mojo Beach Resort, Pemenang, West Nusa Tenggara 80228 Indonesia",$$ - $$$,"['Pizza', 'Seafood']","['Cash Only, Accepts credit cards: Mastercard, Visa', 'Breakfast, Lunch, Dinner', 'Buffet, Delivery, Table Service, Takeout']",[],7:00 AM - 11:00 AM,7:00 AM - 11:00 AM,7:00 AM - 11:00 AM,7:00 AM - 11:00 AM,7:00 AM - 11:00 AM,7:00 AM - 11:00 AM,7:00 AM - 11:00 AM,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/19/0b/c6/getlstd-property-photo.jpg?w=800&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/be/ac/f0/chicken-serai.jpg?w=700&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/3c/42/5e/caption.jpg?w=900&h=500&s=1
364,La Moomba,3.3,,"Pemenang, West Nusa Tenggara Indonesia",$$ - $$$,['Indonesian'],"['Accepts Credit CardsLunch, DrinksTable Service', 'Lunch, Drinks']","['seafood platter', 'gili t', 'friendly service', 'turtles', 'chill', 'sunbeds', 'bintang', 'smoothies']",Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/9b/d9/1c/photo3jpg.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/94/3e/3c/20170907-133446-largejpg.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/d6/3b/38/la-moomba.jpg?w=900&h=500&s=1
365,Lombok Lounge,4.5,,"Jln. Pariwisata Kuta, Kuta, Lombok Indonesia",$,"['Seafood', 'Asian', 'Campania Restaurants in Kuta', 'Healthy Restaurants in Kuta', 'Fast Food Restaurants in Kuta', 'Pizza for Families in Kuta']","['Lunch, Dinner, BrunchTable ServiceSeating', 'Lunch, Dinner, Brunch']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/3e/9b/61/the-bar-of-lombok-lounge.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/d7/09/18/chili-crab-calamari-ring.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/75/29/1a/filename-lombokloungechillicra.jpg?w=600&h=400&s=1
366,The Warung,4.7,"Jl. Gili Meno, Pemenang, West Nusa Tenggara 83352 Indonesia","Jl. Gili Meno, Pemenang, West Nusa Tenggara 83352 Indonesia",$$-$$$,"['International', 'European']","['Vegetarian friendly, Vegan optionsBreakfast, Lunch, DinnerTable Service', 'Vegetarian friendly, Vegan options', 'Breakfast, Lunch, Dinner']",[],Closed,Closed,Closed,Closed,Closed,Closed,Closed,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/14/93/the-warung.jpg?w=900&h=500&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/c1/e5/a1/img-20190530-165905-largejpg.jpg?w=700&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/59/95/cb/beef-rendang.jpg?w=900&h=500&s=1
